CUI,freq
C0006823,8
C0028754,24
C1963185,14
C0162425,28
C1279919,24
C1550453,21
C0439539,1
C0006660,2
C0006663,2
C0175895,2
C1533591,2
C1879982,2
C2242558,2
C4025272,16
C0004048,25
C3537004,4
C2827804,7
C0029161,1
C3665045,1
C0680240,22
C2348070,24
C0226032,4
C0011881,2
C1442864,1
C0023031,9
C0023749,9
C0230347,9
C2346906,9
C4553351,9
C1719767,3
C2348589,3
C4279947,2
C0429706,15
C0005680,54
C0289313,9
C3826872,3
C0151578,1
C0700225,5
C1623465,7
C1861303,7
C0227327,2
C4553195,2
C0344315,7
C0549249,2
C0030971,2
C0037438,2
C0748877,2
C1540833,2
C3669642,2
C0015385,6
C0750573,2
C2188405,2
C0681902,2
C3274438,2
C0366513,12
C0451530,17
C0332189,9
C1611934,13
C0202311,3
C2359834,1
C0489482,20
C2700378,20
C0441885,7
C1319793,7
C2698967,7
C0278372,1
C0008679,1
C0458083,1
C0037982,8
C1134681,2
C1656262,2
C3539996,2
C2266875,2
C1186706,12
C1511237,12
C1705509,12
C3812160,12
C1521801,4
C0040335,9
C0543414,9
C0841002,9
C3853727,11
C0666743,21
C0455531,12
C0742742,6
C3490348,12
C1707454,5
C4553390,5
C3536837,10
C0022065,25
C0022071,25
C1448132,25
C1709707,19
C0086715,6
C0520835,3
C1272691,5
C0041755,1
C0699759,1
C0065055,5
C0025598,46
C1678805,2
C3536884,21
C3827561,21
C0013778,4
C1690432,3
C1285573,2
C0544452,14
C0687702,13
C0034628,1
C0521143,3
C1507009,1
C3889737,36
C0333930,1
C1292734,13
C0010068,38
C1956346,36
C0003484,1
C0262950,5
C0005940,2
C1276802,3
C0013395,2
C4552968,2
C1519427,2
C1880389,10
C1883221,10
C3541951,10
C2987634,10
C0021122,14
C0027567,48
C0085756,59
C0439541,46
C0939232,6
C0271650,4
C1301732,4
C0545733,1
C0231940,1
C0282636,1
C0376627,1
C0029408,8
C0205421,11
C0443286,4
C1545665,9
C3272602,9
C0027473,1
C0005918,22
C0006413,22
C1552663,22
C2827109,22
C0729790,10
C0205311,6
C0028040,2
C0015982,3
C0205369,17
C1552740,10
C0439590,1
C2825507,2
C0144576,3
C0448964,1
C0567349,26
C2348885,26
C0003507,2
C1880089,3
C0523891,4
C0439152,1
C0242191,8
C4330837,7
C0032790,5
C0683149,4
C0019020,8
C3889898,8
C0016018,7
C0520997,4
C0378365,7
C0056331,3
C0241863,33
C1880476,24
C0035487,6
C1826843,7
C4321526,2
C3831581,1
C4255010,8
C1539487,1
C4050416,1
C2348346,1
C0439531,20
C1948053,21
C0205173,22
C1705764,10
C1705765,2
C1979963,6
C2003903,6
C0018943,2
C0205488,1
C4050369,20
C0034069,3
C1800706,3
C2346983,1
C0560038,2
C3541236,2
C0205682,5
C0040336,2
C1427925,2
C3273466,2
C0022663,1
C0268731,1
C0456170,6
C0288672,12
C0029456,5
C4554622,5
C0001314,1
C0444921,10
C3259042,8
C0257190,4
C0597240,1
C0031843,13
C0542341,34
C0700205,13
C1705273,13
C0700329,1
C0516981,6
C0348078,8
C0376315,8
C1522492,4
C4255237,4
C2964478,2
C4049916,6
C0332285,14
C1707101,14
C0184252,8
C1186983,8
C1704414,7
C3888056,7
C0439390,10
C3272265,1
C0520887,18
C1454484,6
C1705503,6
C4281602,6
C0457453,2
C4528394,1
C0205412,11
C0871261,41
C0231199,12
C1744706,12
C2355652,12
C1704632,40
C1706817,40
C2911692,40
C0439856,11
C0770546,25
C0035309,5
C1962966,5
C0062408,4
C0152031,5
C0439808,1
C0009782,4
C0035245,4
C0007131,2
C2984258,1
C3539721,1
C0281481,3
C0085649,1
C3435805,1
C4554334,1
C0451521,19
C0332196,17
C2828389,17
C0039503,1
C0009905,2
C0039070,2
C3541349,2
C4554644,2
C0502371,1
C0439855,4
C1704241,4
C2945704,2
C0012373,1
C0042523,4
C1511113,1
C0429090,3
C0027778,4
C0560008,3
C3892223,3
C0086440,26
C0444708,8
C0034754,2
C1705179,2
C4284139,2
C1442162,7
C1550718,7
C1947971,7
C3244317,7
C0016011,15
C0038846,2
C0439232,15
C1282918,15
C2347166,15
C0205090,20
C0444532,3
C0085672,7
C2984010,3
C1553035,7
C3811161,7
C4049106,7
C3258078,2
C0003009,3
C1366631,3
C3714928,3
C0011702,14
C2348535,8
C4551552,14
C1707455,28
C1301808,10
C2983136,4
C0040044,8
C0201519,4
C4034225,2
C0917591,2
C0007785,4
C1709056,3
C1522410,7
C2826182,2
C0150270,9
C3469597,12
C0013987,4
C0849912,4
C0060323,3
C0205217,15
C0442805,21
C2828360,2
C0205381,1
C3891560,1
C0332167,32
C3272283,31
C4050568,31
C4319571,31
C0282416,60
C1561607,60
C0205132,1
C0001288,6
C1420005,5
C1282952,20
C0014025,6
C0551571,1
C0552479,1
C0011946,1
C0040732,1
C0040733,1
C0019004,1
C4551529,1
C0011945,1
C0022671,2
C1059964,1
C0392760,6
C0449243,1
C3714444,8
C1704250,1
C0225988,1
C0037215,6
C0220914,6
C0003864,4
C4552845,4
C0205420,9
C0205231,9
C0009253,36
C0036864,35
C0804628,35
C1314687,35
C1517945,8
C0018935,2
C0518014,2
C1301725,6
C1609436,6
C0042469,10
C3714652,10
C4321495,10
C0031437,3
C1285572,3
C0457464,2
C2708283,2
C3654025,3
C0015811,7
C0023303,1
C0012621,12
C0030685,13
C2926602,12
C0521117,6
C1260596,7
C0021212,2
C1235732,2
C1522602,2
C2315493,2
C0205267,1
C0553692,8
C0021102,9
C2828363,8
C1552961,14
C2347617,14
C3714763,14
C0001552,2
C2826286,3
C0205246,15
C3812897,5
C3891294,5
C4521767,7
C0581283,2
C0552409,4
C0205460,11
C3665627,5
C0428568,7
C1261430,7
C0027235,3
C0750879,18
C0035410,5
C0026848,4
C4552660,5
C0231528,2
C0009212,3
C0439775,9
C0702240,9
C0010287,4
C1872855,3
C4552646,2
C0031676,1
C0202177,1
C0746467,3
C0151691,5
C0205191,14
C1550351,4
C0683610,1
C4553947,1
C0398623,6
C0392885,43
C1513126,5
C1960108,2
C3537174,2
C4521920,2
C0264716,2
C0020651,1
C1955477,1
C0600419,1
C0180153,8
C0439844,1
C4521226,4
C1320647,1
C4554713,1
C0002871,9
C1000483,9
C4554633,9
C0445550,13
C1548600,7
C1708745,13
C3203348,3
C0205340,5
C1704788,37
C3539106,32
C0724804,1
C1533107,6
C1882376,1
C0022709,15
C0442158,3
C0003461,1
C3166866,9
C0205042,6
C0556297,7
C0497254,2
C2707260,2
C0050451,13
C0772110,13
C0427008,5
C2923536,1
C3814772,4
C0015397,1
C0019994,19
C1521761,13
C2827422,13
C1510665,19
C0741008,1
C1549954,9
C0019046,43
C0077404,3
C1420827,3
C1277291,1
C0049272,7
C0439453,18
C0694756,7
C0730345,18
C0033687,5
C1962972,4
C4554346,4
C1549031,4
C1519101,3
C0033252,1
C0007450,14
C0325090,14
C0524517,14
C1443200,14
C3665481,14
C4050461,14
C4284282,14
C1551338,3
C2826544,31
C4554251,3
C0451119,1
C1970187,1
C2827881,4
C0017631,1
C1709058,1
C4544813,1
C0439858,6
C1554184,12
C0012252,2
C0304520,4
C0205103,19
C1550465,8
C2827755,8
C3889971,8
C3815322,1
C0019010,2
C4281788,2
C0023128,16
C0731033,13
C1881413,13
C0392877,1
C0073992,6
C1096489,7
C2267235,7
C0229089,4
C0439164,4
C1512019,4
C3273373,4
C3665488,4
C0483204,32
C0226037,3
C2981360,7
C0442804,6
C4321397,6
C0683970,7
C0009678,5
C0232180,10
C0542331,10
C1442858,10
C1744681,5
C0380162,1
C1334533,1
C0337672,13
C0425293,8
C4554605,13
C1962523,7
C0428466,3
C1881056,1
C0009324,4
C3899393,12
C0005525,3
C0001948,31
C0452428,19
C2983287,1
C2983669,1
C0026606,8
C0003277,1
C0000854,1
C2347023,1
C2347080,1
C2698776,1
C2825050,1
C2945742,1
C0302353,14
C0543465,11
C0206232,4
C1561488,4
C0679225,1
C3898777,2
C4084912,2
C0446516,12
C3715044,12
C4553528,12
C0428462,1
C0008952,2
C3538928,9
C1510992,13
C0806909,21
C1552615,18
C2826546,18
C2825518,13
C1415800,8
C1516691,4
C4321457,1
C0037623,35
C1415692,35
C1708288,35
C4318478,35
C0806915,3
C1516251,3
C0263428,1
C0439474,1
C3640652,1
C0136123,2
C0205314,25
C0450140,2
C3494202,5
C0019029,4
C1314664,2
C1318517,1
C0438154,4
C0243032,9
C0009450,4
C0017431,8
C0600091,4
C1441613,4
C0264886,5
C0489451,5
C0596620,3
C0017853,20
C4553833,3
C0034896,3
C0227391,1
C0006675,10
C0006726,10
C2936886,10
C3540037,10
C3714611,10
C0242295,2
C1947943,2
C2348609,2
C1511538,4
C0432633,18
C1552027,1
C1861172,3
C0026655,3
C1705291,3
C0001641,6
C3274776,2
C1363984,1
C1706001,1
C0022378,1
C0630906,21
C0023522,1
C1539265,1
C3539688,1
C3539689,1
C0027496,9
C3844738,9
C0429153,1
C0010377,2
C0631180,3
C3539598,2
C0766326,3
C0013922,8
C1704212,8
C1425688,4
C1521941,6
C2709207,4
C0332271,14
C1279889,3
C1457868,17
C0243192,6
C0077910,2
C0205453,1
C4321491,3
C0149931,7
C4522078,3
C0007272,5
C0162859,5
C0871707,2
C0205202,3
C3897349,1
C0001924,6
C1120626,1
C0019904,1
C0036078,7
C0439417,3
C2170357,7
C4084934,7
C0070939,23
C4284304,22
C0232804,22
C0427728,2
C0699870,2
C1313904,2
C0753208,3
C1709991,3
C3813610,3
C3890900,3
C3891546,3
C0027978,12
C0324547,8
C0205321,3
C1322815,12
C0027362,15
C2348001,13
C2987125,9
C0032181,1
C1287267,1
C0039240,1
C1963244,1
C3815188,1
C0205271,2
C0041582,10
C3887532,5
C0205403,1
C0333076,1
C4085555,1
C0681686,2
C1883254,5
C0205452,2
C2315323,2
C2347896,1
C0205234,8
C0848753,1
C0686905,2
C0389252,1
C0475208,2
C0439340,14
C1880521,8
C2945590,8
C3641830,1
C0005821,6
C1627892,3
C0055729,1
C0522776,4
C1706388,6
C2346469,6
C2348519,6
C0168273,9
C0205448,18
C0006685,4
C0205272,6
C0009830,2
C1947907,2
C0030163,7
C0810633,6
C1546728,6
C3275122,6
C3853703,6
C3830527,2
C0162577,8
C1548817,8
C0001701,2
C0079809,16
C1879489,11
C1419115,2
C0276828,1
C3814448,2
C0439093,3
C0205163,25
C1707957,1
C2698624,1
C0019425,1
C0241888,3
C0205108,5
C0677535,3
C0042402,9
C3537240,6
C3714445,2
C0031001,1
C4281794,1
C1292728,10
C0439167,9
C0441655,11
C1561536,8
C3668946,8
C4049938,8
C4049939,8
C1948374,2
C2935023,2
C0085201,9
C1677784,9
C1551421,1
C1708601,12
C0242751,2
C0012265,19
C0013220,1
C0020963,1
C0220929,1
C0231197,1
C1704410,1
C0003695,1
C0000545,1
C0439632,1
C2316832,4
C2699193,1
C1882932,3
C0017086,1
C0020885,9
C0205098,2
C0348026,1
C4522154,4
C0006041,6
C2986891,4
C0635222,4
C1122087,8
C1705493,6
C0680727,1
C0225990,2
C0232201,2
C0152171,3
C0340543,2
C0637939,2
C1150929,2
C1879987,2
C0392761,2
C0016504,7
C4277740,3
C0347981,6
C2346504,2
C2348613,2
C2348704,2
C0065880,2
C0718674,2
C0001613,2
C0007776,2
C0022655,2
C0023823,8
C2744579,12
C4552600,8
C1552866,19
C2700399,19
C1436327,2
C2986463,2
C3884535,2
C4521369,2
C1444656,16
C0036143,1
C0327953,1
C1316572,2
C1317574,3
C0332294,7
C0205107,6
C0017189,3
C4489236,6
C0456525,1
C0291665,1
C0497247,1
C0023089,1
C0458142,1
C1023865,1
C1706315,1
C0042903,3
C4054229,10
C3272317,2
C1335447,1
C0003241,7
C0007674,6
C0037713,12
C0562350,1
C0687673,3
C3272900,1
C0040704,8
C0205343,8
C0042027,7
C0369901,1
C0428627,1
C1524119,7
C3640764,2
C0521093,1
C0750484,1
C0729627,10
C1535899,11
C0439458,9
C0205276,5
C0013516,6
C0340288,7
C0443252,12
C0017168,2
C4553201,2
C0022661,26
C2316810,21
C0585941,6
C0022023,2
C1700702,2
C0376297,2
C1261322,12
C4084924,2
C2826267,2
C0679646,61
C0439342,11
C1710706,1
C1565830,14
C3538926,27
C0520863,2
C1424906,1
C3274775,2
C0239998,3
C0439394,21
C1706495,21
C3642217,21
C1515010,1
C0006560,22
C1413716,22
C1321500,1
C0398147,1
C2612459,2
C0449791,3
C0444956,18
C2242682,1
C0450168,1
C0588207,1
C0009932,4
C1708760,8
C0745732,4
C3272378,4
C0456712,2
C0232813,1
C0699829,1
C1704514,5
C0003281,3
C2917212,3
C2919015,3
C3537050,3
C0478157,2
C0586003,3
C0376409,3
C0033204,7
C0332148,5
C0683469,2
C0162388,1
C0681205,1
C1550555,1
C0018017,9
C1571704,9
C4076075,3
C0413234,1
C0380964,2
C0584960,2
C1414509,2
C3542419,2
C0240094,1
C4554549,1
C4696258,1
C0332149,5
C1705910,5
C2362652,6
C0456389,9
C0301532,4
C0600080,1
C3898876,14
C0005841,6
C0281867,3
C2963157,4
C0677547,5
C0036154,1
C4553627,1
C2362049,6
C0031268,2
C1170730,2
C0335343,2
C0682323,6
C4505301,1
C0439596,1
C1511572,1
C0037011,1
C0009002,5
C1824728,5
C0444930,19
C2746065,20
C0205139,3
C0333482,22
C1299392,7
C0028978,1
C0205463,2
C0449774,2
C0541746,5
C0027441,1
C1280500,10
C1518681,17
C2348382,9
C0006949,4
C0006950,2
C0682993,2
C2827774,3
C0022660,1
C0330978,1
C3642211,2
C0456680,9
C0560588,2
C0750509,5
C2742797,3
C1881928,4
C2144990,4
C0439227,18
C0521095,4
C3533163,5
C0439095,2
C4543207,7
C2003941,2
C2350010,2
C0035078,26
C1258199,2
C0042397,1
C1710475,9
C0332158,4
C0002422,8
C3846685,8
C0337611,4
C1705415,4
C3812666,4
C0562508,5
C0553704,1
C4553529,1
C0015260,3
C3494508,3
C0024552,1
C0027960,7
C0324740,7
C0439189,7
C1456781,7
C1824986,7
C3665593,7
C0237400,4
C0812246,1
C1710304,4
C0041580,8
C4688581,2
C1290886,1
C1555577,4
C1706079,4
C0007430,7
C0393022,4
C0026565,35
C0026566,33
C0436359,5
C0011265,1
C0497327,1
C0019682,3
C0019699,2
C0040549,3
C0205263,12
C4522020,2
C0366550,7
C1881833,2
C0242339,16
C1546960,11
C0035253,12
C2700280,8
C1622890,11
C0000618,6
C0036576,6
C0679637,2
C0042381,2
C3714645,2
C1303013,7
C2828255,14
C0021186,1
C0229960,2
C0018670,1
C1706305,1
C0486616,1
C1555710,1
C2937358,3
C1299007,3
C2756986,2
C3539108,2
C0003188,3
C4277735,1
C0325983,3
C0205245,21
C2700217,20
C3890184,3
C4282437,3
C4321455,3
C0333186,2
C1563745,1
C1513492,7
C3714552,1
C1705994,7
C1882136,2
C1180255,6
C0542339,10
C0022742,4
C0442037,3
C0022745,3
C1963703,3
C1552829,2
C0243077,21
C0227387,1
C0014457,1
C1416602,1
C3539661,1
C0022341,8
C3536725,2
C4082977,2
C2584321,3
C0026473,1
C0815275,3
C0077973,1
C0444917,3
C0681884,1
C1519021,3
C1706465,1
C0166128,7
C2974540,4
C0029355,1
C2934193,9
C1444775,2
C1539835,2
C3890003,4
C0032285,11
C0015644,1
C0231530,1
C0026266,4
C0038348,2
C1447574,3
C4521365,3
C0033105,9
C0220900,9
C0012833,1
C0042571,1
C1963093,1
C4084788,1
C4085547,1
C4085548,1
C4085549,1
C4553830,1
C0220912,4
C0220913,4
C0311392,4
C0459914,1
C0033306,1
C0202041,11
C3534430,11
C1882115,4
C1959907,3
C1167159,1
C1419366,1
C2733342,2
C0337664,27
C0865850,1
C0040537,1
C0036493,1
C2950135,1
C0018792,4
C0439534,2
C4699572,1
C0560738,1
C0681906,11
C2700446,11
C0027551,1
C1882041,1
C0007137,1
C1302853,1
C4055211,1
C2348557,2
C0205197,12
C1554962,5
C0012802,10
C3536861,7
C0150369,3
C1283169,3
C0852149,1
C1511226,1
C1856054,1
C2826243,1
C4597943,1
C0025078,1
C2024216,1
C0220819,2
C1709561,1
C1706907,13
C0017181,6
C0205370,2
C2114427,1
C0857127,8
C1698058,3
C0009429,6
C0556895,6
C0022773,2
C0449560,5
C1609982,2
C1457869,1
C1518040,1
C0017968,7
C4697913,3
C0849867,1
C0449652,2
C0085590,1
C0589360,4
C1549735,2
C0152021,1
C0024443,6
C3887485,5
C1561549,7
C0429025,2
C2349943,22
C3539704,22
C3713294,22
C0488377,2
C0556969,2
C0366686,3
C0230097,4
C0037395,3
C1706778,7
C0032615,9
C0064636,2
C0524166,2
C0205289,3
C4049713,3
C0680174,7
C1514727,1
C0034678,4
C1518424,25
C0014963,1
C4055434,12
C1334932,1
C1515119,5
C0332529,1
C1547017,1
C1098510,8
C0595836,1
C2986561,1
C0022277,3
C0424575,4
C4018875,4
C0003862,3
C4551938,1
C2986835,7
C0047420,2
C1419337,1
C3539667,1
C0003242,1
C1167408,1
C3665580,1
C0272774,1
C0441837,4
C0332197,7
C4285062,6
C0042036,9
C0042037,9
C2963137,9
C4274438,4
C3827656,1
C0050393,2
C1565750,11
C1519795,17
C3853603,17
C0442004,3
C0332447,1
C1704258,2
C3890602,3
C0558293,3
C2353951,10
C0750194,2
C2919575,2
C0042514,1
C0344428,1
C1963247,1
C4554446,1
C0232197,5
C0522523,5
C0012091,12
C1705010,3
C3811116,3
C0221690,3
C2607943,4
C2926606,4
C3539655,4
C0185098,5
C0006416,6
C0006098,1
C1880019,2
C4303340,2
C0018799,15
C0020473,19
C0428465,19
C4555212,19
C1334103,4
C2607914,4
C4552864,4
C0205269,3
C0024264,1
C0020898,12
C4018897,1
C2826245,4
C3266262,2
C1955473,6
C3539125,6
C1253936,2
C0013604,11
C0038999,9
C1963136,2
C4554335,2
C0013687,2
C2317432,2
C0585890,2
C0012253,3
C0023820,10
C0003594,4
C0810516,2
C0076829,6
C0301380,5
C0455488,4
C1999230,3
C0304533,1
C1320290,1
C1516050,16
C0547070,1
C1261381,1
C1546953,5
C2826244,5
C3537125,5
C0239059,8
C0700219,8
C0003811,6
C2024776,1
C0151526,11
C0086282,1
C0205252,11
C4018905,11
C0232805,1
C0011389,1
C0241148,1
C0332461,1
C0333463,1
C4316797,1
C3529352,6
C2357172,1
C2919686,20
C0043318,5
C3541955,3
C4684449,2
C2697844,2
C1998004,17
C0087086,7
C0220787,2
C0349707,2
C0700198,2
C2712334,2
C2827071,2
C0302148,4
C3146237,4
C0024819,1
C1716536,1
C3172566,1
C0024841,2
C0555047,2
C0302600,1
C1519670,1
C2603362,35
C0580836,12
C1958126,7
C2348867,7
C0030198,4
C0007591,2
C0456533,5
C4553188,10
C0002940,2
C0012359,2
C0700124,2
C1322279,2
C0079102,1
C0151945,1
C0795687,1
C0858277,2
C0009667,19
C0684010,17
C2603358,17
C1968515,6
C2825051,6
C2828395,6
C1508496,5
C3891069,8
C0961485,2
C1306889,2
C0537551,1
C0489786,26
C0439204,1
C1282017,1
C0018938,2
C1262869,3
C0585290,2
C3496112,3
C3496399,3
C0966225,6
C0026183,4
C0595998,1
C4520849,1
C4551704,2
C1536221,3
C1536222,3
C0014758,4
C0149531,4
C0011298,17
C0694651,2
C0397581,1
C0392347,3
C3264599,1
C0948945,1
C0086706,3
C0354100,8
C3536704,3
C0058928,4
C1655045,4
C0376405,2
C0457432,3
C2711563,1
C0205214,7
C1522138,8
C3245511,7
C0029400,1
C2266929,2
C1140621,3
C1882440,1
C1412243,1
C0497406,9
C0013216,11
C0013217,10
C1286104,1
C0142831,4
C2348308,4
C1519255,10
C2697934,7
C0016410,7
C3541266,7
C1286326,1
C1424886,1
C0181496,1
C2827499,1
C4522130,1
C4551445,1
C3273588,1
C4319659,1
C1553893,2
C0429886,6
C0021461,1
C1881212,1
C4319647,1
C0031603,1
C0031701,1
C1601799,1
C0428619,1
C1536105,1
C0354566,3
C1719274,1
C0489652,1
C0025859,2
C2348577,1
C0805732,1
C0190211,1
C0015802,1
C0920563,2
C4049919,4
C0221141,1
C0313162,1
C0870811,1
C2960841,1
C0342245,2
C1998417,2
C0150103,1
C1708943,1
C0242372,1
C1425660,1
C0815181,1
C1415351,4
C0009319,4
C1963084,4
C0520870,3
C1513375,1
C3833417,1
C0154251,1
C2986497,11
C0332240,4
C0335390,2
C0518015,2
C1424337,2
C0205322,14
C0332996,14
C0014908,2
C3641947,2
C0227388,2
C1272705,1
C3254570,2
C3164744,2
C0442796,1
C1550602,1
C3869583,2
C0010075,1
C0277814,20
C1283233,10
C1272693,1
C1563164,2
C1548610,11
C4086581,5
C0560268,1
C3887614,2
C0007194,1
C4551472,1
C1522425,1
C1552616,3
C1706244,3
C2945601,1
C0017480,18
C1704791,7
C0003483,2
C0187763,1
C0741847,3
C3274435,1
C0020889,1
C1522508,3
C0439801,3
C2674459,3
C3542948,3
C4050251,3
C0524466,2
C3540014,1
C3714787,6
C0201838,2
C0680532,4
C2346732,4
C3845594,1
C0449864,2
C2986411,14
C1426226,4
C0428474,1
C1527362,1
C0039869,1
C4319827,1
C1610621,2
C0439223,3
C0020944,4
C4048292,4
C0587038,5
C0679624,4
C0162734,5
C0071744,3
C1413772,3
C4281721,7
C0279494,1
C1168098,1
C0332253,1
C0020750,4
C4554818,4
C1273442,3
C0014939,8
C3537250,1
C3541386,1
C3714615,1
C0008325,1
C1963083,1
C4553186,1
C0085611,1
C0746102,1
C0451246,3
C1514983,4
C3887783,3
C0025663,7
C0449851,7
C0871511,5
C1551358,6
C0242000,1
C0520880,1
C0038418,1
C0010380,2
C1271924,1
C0007273,3
C0455512,1
C3854010,2
C0029167,7
C0175795,11
C0007780,1
C0289779,8
C1257987,10
C3537039,8
C0264492,1
C3166216,1
C3202967,1
C0228134,2
C0812144,2
C3245499,9
C2936588,1
C0202236,1
C1519533,1
C0237629,2
C0694535,2
C0392707,12
C1441070,2
C3476798,6
C0036183,2
C3541334,2
C0205365,1
C0080179,20
C0518450,1
C0032743,11
C0699718,11
C0449468,13
C1690016,13
C1705102,12
C2700258,12
C2986513,2
C3242274,1
C3665439,2
C4319936,4
C0597205,1
C0679846,1
C1268766,2
C0149793,1
C0439751,10
C0444667,11
C1519193,1
C0523459,1
C0007294,5
C3888236,1
C1523987,3
C0231170,3
C2938854,1
C1711260,3
C2348152,3
C0302350,7
C4055380,2
C3537218,1
C4289954,9
C0080203,2
C1698480,1
C3853833,1
C0006280,6
C0628062,1
C0521533,3
C1536220,14
C0159658,1
C1512899,1
C0260877,1
C0460002,1
C0086528,27
C1550015,1
C1609614,1
C4085625,1
C4318470,1
C0018790,1
C4553105,1
C1264633,3
C1554103,2
C0007613,2
C0275518,1
C0036983,1
C1723401,2
C0282380,8
C3281223,4
C0001737,11
C0026068,4
C2183115,1
C1272745,1
C0179504,1
C0732279,2
C1522196,1
C0588446,4
C4684572,11
C1439367,17
C0075691,1
C1419891,8
C0043444,2
C0012164,2
C0489829,2
C1705501,2
C1567075,2
C3540479,2
C3476791,1
C3258203,1
C1096021,6
C0587240,2
C0221191,1
C1705272,14
C0205254,1
C0441987,3
C0205384,2
C1253959,2
C1881507,2
C2700383,2
C2826234,2
C0861151,4
C4683688,3
C0183521,2
C0332128,2
C1717255,6
C0188605,2
C3854019,8
C3669213,4
C1517741,12
C0256103,2
C0205170,6
C0034869,3
C3853788,3
C1282910,10
C1552828,6
C0221874,1
C3279454,4
C0014544,7
C1882085,7
C0155502,9
C0449618,6
C1261316,2
C0332239,2
C2826346,1
C0003440,2
C3541936,1
C4067893,1
C4554557,1
C4035880,1
C3538872,6
C0349782,3
C0018795,2
C0684271,3
C1328504,1
C1418251,1
C0008120,3
C0152035,3
C0444669,7
C1167518,7
C1706352,7
C1882467,7
C3274653,7
C0003232,6
C0003237,2
C3540704,2
C3540705,2
C3540706,2
C3540707,2
C3540708,2
C3540709,2
C3540710,2
C0599878,7
C0043227,4
C0036375,1
C0017718,4
C2584297,10
C4050224,10
C1303175,2
C3825392,1
C0009368,13
C3888384,12
C0024501,6
C0184511,1
C0332272,3
C1561611,1
C4084203,1
C0332575,1
C0022827,1
C1260956,1
C4049926,1
C0175692,2
C0795841,2
C1416527,2
C4048299,3
C4048587,3
C0340293,3
C0069751,1
C0750532,1
C1704272,6
C1522541,3
C1960955,2
C1704729,3
C0553618,3
C0018619,1
C1836672,1
C0239849,1
C1412082,1
C1412316,1
C1431594,1
C4552857,1
C0017720,2
C0008454,3
C0876712,2
C0038720,2
C0474702,2
C0475337,2
C3536965,2
C0184047,1
C1336677,1
C1566918,1
C1706005,4
C1710330,1
C3887583,1
C3642208,1
C0040808,8
C2945654,8
C1552601,12
C1533017,6
C1533018,6
C1533020,7
C1533021,7
C1151635,4
C0377265,2
C3693636,2
C0079946,3
C1550512,3
C0085619,3
C0287990,1
C1552930,1
C4048252,1
C0015980,2
C0549409,1
C0854379,1
C1275571,6
C0443334,2
C0007158,2
C0330390,5
C0439096,5
C2004068,5
C1552658,3
C1552723,3
C2911690,3
C2827896,1
C0018229,6
C1423073,6
C1427674,6
C0280109,1
C0453991,1
C0199176,5
C1706420,6
C2700409,5
C0012544,2
C3541401,1
C0013221,1
C1829939,5
C3887511,5
C0002911,1
C0332256,2
C2700400,3
C0002454,8
C0596070,12
C0428279,2
C0288171,2
C0872291,2
C2359859,1
C0460097,8
C0525032,3
C1704538,3
C0557775,1
C1511780,1
C2700462,3
C2945744,3
C0682082,1
C0753802,1
C0455536,3
C0677946,2
C3538874,2
C0018824,4
C0031117,1
C0042485,1
C0020162,1
C1548802,10
C4699623,1
C0050559,1
C0439393,4
C1527415,7
C1319171,1
C0004604,4
C1963071,4
C4553945,4
C1519789,1
C0560021,1
C0036669,1
C0005382,8
C0360396,3
C3540012,3
C0242821,10
C0460148,10
C1268086,10
C4082212,10
C0577559,5
C0577573,5
C1096155,5
C1306372,5
C3152252,5
C3539882,5
C4283905,5
C0362046,10
C1113695,2
C0014361,2
C0442050,1
C3476546,1
C0457801,2
C0442504,2
C1533810,2
C1704765,2
C1882509,2
C0751955,2
C0011923,4
C0079595,4
C3821165,2
C0001899,3
C0057041,3
C1415274,3
C3887708,3
C0004002,3
C0021390,2
C0001962,10
C0001975,10
C3890035,4
C4283819,4
C3539618,1
C0185115,1
C0684295,1
C0007389,2
C1145760,1
C0152036,1
C1512211,5
C0205352,1
C0020980,4
C0694634,4
C1947960,4
C3160733,1
C0073187,18
C4484261,18
C1305215,1
C1527305,1
C2826293,2
C1516705,2
C0376690,6
C0004906,1
C1422585,1
C1538710,1
C0023821,15
C2945843,2
C1547546,1
C0009402,2
C0346629,2
C1527249,2
C2984278,2
C3542412,2
C0521144,1
C1522706,1
C2349188,1
C3714939,1
C0542495,3
C0024138,1
C3542918,1
C0751956,2
C0445542,1
C1561567,2
C0443324,1
C1548559,1
C0018510,6
C0677607,6
C0679830,8
C0205976,2
C2674784,2
C3714807,2
C2604745,5
C0946444,2
C2986823,4
C0201975,12
C3539604,10
C3711669,10
C4084730,10
C4553336,10
C4553337,10
C0392752,1
C1511487,1
C0042014,6
C4304091,1
C1278454,4
C0205363,10
C0034394,4
C0151539,1
C0439834,1
C0000921,3
C0085639,7
C0242698,2
C1414063,2
C2826331,2
C0020649,7
C0011884,3
C0011008,2
C2348077,2
C0871754,2
C0069676,1
C1420369,1
C1505427,1
C4084879,1
C0580586,2
C0159849,1
C3242229,1
C0242444,2
C3666909,3
C0452249,2
C0522467,2
C1337213,2
C1576800,2
C0231242,2
C0682295,1
C2733073,1
C1096054,1
C0023676,4
C0037189,1
C0202054,4
C1698215,2
C0950624,3
C1638318,2
C1335798,3
C1366582,3
C4036059,1
C0030266,5
C4049155,5
C1856453,1
C0441887,4
C2698969,4
C0441886,5
C2698968,5
C0017209,2
C1292284,2
C1421532,2
