sheet;address;row;col;is_blank;data_type;error;logical;numeric;date;character;formula;is_array;formula_ref;formula_group;comment;height;width;style_format;local_format_id;search_round;bold;italic;indent;is_empty;has_no_num;tbl_n;file_name;blank_row;first_col;first_last_col;original_file_stored;pmid;pmid_tbl;ticker;indent_lvl
Sheet1;D21;21;4;FALSE;character;NA;NA;NA;NA;1;NA;FALSE;NA;NA;NA;12,75;25;; 3;jesus_fix;NA;NA;FALSE;FALSE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E21;21;5;TRUE;character;NA;NA;NA;NA;-1.0 (-4.6. 2.6);NA;FALSE;NA;NA;NA;12,75;21;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A22;22;1;TRUE;character;NA;NA;NA;NA;>35;NA;FALSE;NA;NA;NA;12,75;22;; 8;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;B22;22;2;TRUE;character;NA;NA;NA;NA;7/107;NA;FALSE;NA;NA;NA;12,75;13;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;C22;22;3;TRUE;character;NA;NA;NA;NA;6/100;NA;FALSE;NA;NA;NA;12,75;24;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;D22;22;4;TRUE;character;NA;NA;NA;NA;1- l;NA;FALSE;NA;NA;NA;12,75;25;; 4;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E22;22;5;TRUE;character;NA;NA;NA;NA;0.5 (-6.1, 7.1);NA;FALSE;NA;NA;NA;12,75;21;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A23;23;1;TRUE;character;NA;NA;NA;NA;Gender;NA;FALSE;NA;NA;NA;12,75;22;; 6;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;B23;23;2;TRUE;blank;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;12,75;13;; 7;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;C23;23;3;TRUE;blank;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;12,75;24;; 8;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;D23;23;4;FALSE;character;NA;NA;NA;NA;l 1 1;NA;FALSE;NA;NA;NA;12,75;25;;13;jesus_fix;NA;NA;FALSE;FALSE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E23;23;5;TRUE;blank;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;12,75;21;; 7;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A24;24;1;TRUE;character;NA;NA;NA;NA;Male;NA;FALSE;NA;NA;NA;12,75;22;; 8;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;B24;24;2;TRUE;character;NA;NA;NA;NA;55/805;NA;FALSE;NA;NA;NA;12,75;13;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;C24;24;3;TRUE;character;NA;NA;NA;NA;54/811;NA;FALSE;NA;NA;NA;12,75;24;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;D24;24;4;TRUE;blank;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;12,75;25;; 8;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E24;24;5;TRUE;character;NA;NA;NA;NA;0.2 (-2.3, 26);NA;FALSE;NA;NA;NA;12,75;21;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A25;25;1;TRUE;character;NA;NA;NA;NA;Female;NA;FALSE;NA;NA;NA;12,75;22;; 8;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;B25;25;2;TRUE;character;NA;NA;NA;NA;59/867;NA;FALSE;NA;NA;NA;12,75;13;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;C25;25;3;TRUE;character;NA;NA;NA;NA;75/872;NA;FALSE;NA;NA;NA;12,75;24;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;D25;25;4;TRUE;character;NA;NA;NA;NA;-mr 1;NA;FALSE;NA;NA;NA;12,75;25;;13;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E25;25;5;TRUE;character;NA;NA;NA;NA;-1.8 (-4.3, 0.7);NA;FALSE;NA;NA;NA;12,75;21;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A26;26;1;TRUE;character;NA;NA;NA;NA;Age [years];NA;FALSE;NA;NA;NA;12,75;22;; 6;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;B26;26;2;TRUE;blank;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;12,75;13;; 7;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;C26;26;3;TRUE;blank;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;12,75;24;; 8;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;D26;26;4;FALSE;character;NA;NA;NA;NA;1 1 1;NA;FALSE;NA;NA;NA;12,75;25;; 4;jesus_fix;NA;NA;FALSE;FALSE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E26;26;5;TRUE;blank;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;12,75;21;; 7;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A27;27;1;TRUE;character;NA;NA;NA;NA;<65;NA;FALSE;NA;NA;NA;12,75;22;; 8;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;B27;27;2;TRUE;character;NA;NA;NA;NA;53/868;NA;FALSE;NA;NA;NA;12,75;13;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;C27;27;3;TRUE;character;NA;NA;NA;NA;57/906;NA;FALSE;NA;NA;NA;12,75;24;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;D27;27;4;TRUE;blank;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;12,75;25;; 8;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E27;27;5;TRUE;character;NA;NA;NA;NA;-0.2 (-2.4. 2.1);NA;FALSE;NA;NA;NA;12,75;21;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A28;28;1;TRUE;character;NA;NA;NA;NA;65-75;NA;FALSE;NA;NA;NA;12,75;22;; 8;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;B28;28;2;TRUE;character;NA;NA;NA;NA;47/610;NA;FALSE;NA;NA;NA;12,75;13;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;C28;28;3;TRUE;character;NA;NA;NA;NA;49/598;NA;FALSE;NA;NA;NA;12,75;24;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;D28;28;4;TRUE;blank;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;12,75;25;;19;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E28;28;5;TRUE;character;NA;NA;NA;NA;-0.5 (-3.5. 2.6);NA;FALSE;NA;NA;NA;12,75;21;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A29;29;1;TRUE;character;NA;NA;NA;NA;>75;NA;FALSE;NA;NA;NA;12,75;22;; 8;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;B29;29;2;TRUE;character;NA;NA;NA;NA;14/194;NA;FALSE;NA;NA;NA;12,75;13;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;C29;29;3;TRUE;character;NA;NA;NA;NA;23/179;NA;FALSE;NA;NA;NA;12,75;24;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;D29;29;4;TRUE;character;NA;NA;NA;NA;1 • 1 1 1;NA;FALSE;NA;NA;NA;12,75;25;;20;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E29;29;5;TRUE;character;NA;NA;NA;NA;-5.6 (-11.7, 0.5);NA;FALSE;NA;NA;NA;12,75;21;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A30;30;1;TRUE;character;NA;NA;NA;NA;<70;NA;FALSE;NA;NA;NA;12,75;22;; 6;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;B30;30;2;TRUE;character;NA;NA;NA;NA;81/1190;NA;FALSE;NA;NA;NA;12,75;13;;12;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;C30;30;3;TRUE;character;NA;NA;NA;NA;80/1221;NA;FALSE;NA;NA;NA;12,75;24;;12;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;D30;30;4;TRUE;character;NA;NA;NA;NA;1 ¥;NA;FALSE;NA;NA;NA;12,75;25;; 4;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E30;30;5;TRUE;character;NA;NA;NA;NA;0.3 (-1.7. 2.2);NA;FALSE;NA;NA;NA;12,75;21;;12;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A31;31;1;TRUE;character;NA;NA;NA;NA;*70;NA;FALSE;NA;NA;NA;12,75;22;; 8;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;B31;31;2;TRUE;character;NA;NA;NA;NA;33/482;NA;FALSE;NA;NA;NA;12,75;13;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;C31;31;3;TRUE;character;NA;NA;NA;NA;49/462;NA;FALSE;NA;NA;NA;12,75;24;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;D31;31;4;FALSE;character;NA;NA;NA;NA;1;NA;FALSE;NA;NA;NA;12,75;25;;18;jesus_fix;NA;NA;FALSE;FALSE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E31;31;5;TRUE;character;NA;NA;NA;NA;-3.8 f-7.4, -0.2);NA;FALSE;NA;NA;NA;12,75;21;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A32;32;1;TRUE;character;NA;NA;NA;NA;<80;NA;FALSE;NA;NA;NA;12,75;22;; 6;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;B32;32;2;TRUE;character;NA;NA;NA;NA;107/1596;NA;FALSE;NA;NA;NA;12,75;13;;12;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;C32;32;3;TRUE;character;NA;NA;NA;NA;121/1627;NA;FALSE;NA;NA;NA;12,75;24;;12;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;D32;32;4;FALSE;character;NA;NA;NA;NA;■;NA;FALSE;NA;NA;NA;12,75;25;;15;jesus_fix;NA;NA;FALSE;FALSE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E32;32;5;TRUE;character;NA;NA;NA;NA;-0.7 (-2.5, 1.0);NA;FALSE;NA;NA;NA;12,75;21;;12;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A33;33;1;FALSE;character;NA;NA;NA;NA;*80;NA;FALSE;NA;NA;NA;12,75;22;; 8;jesus_fix;NA;NA;FALSE;FALSE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;B33;33;2;TRUE;character;NA;NA;NA;NA;7/76;NA;FALSE;NA;NA;NA;12,75;13;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;C33;33;3;TRUE;character;NA;NA;NA;NA;8/56;NA;FALSE;NA;NA;NA;12,75;24;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;D33;33;4;TRUE;character;NA;NA;NA;NA;-1- 1;NA;FALSE;NA;NA;NA;12,75;25;; 4;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;E33;33;5;TRUE;character;NA;NA;NA;NA;-5.1 (-16.3. 6.2);NA;FALSE;NA;NA;NA;12,75;21;; 2;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A35;35;1;TRUE;blank;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;12,75;22;;21;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
Sheet1;A36;36;1;TRUE;blank;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;12,75;22;;21;jesus_fix;NA;NA;FALSE;TRUE;NA;2;26578849_2.xlsx;NA;NA;NA;26578849_2.xlsx;26578849;26578849_2;NA;0
